country,Number Code,province,Number Code,winery,Number Code,variety,Number Code
,,,,Dashe Cellars,1926,,
,,,,Acorn,1927,,
,,,,Poliziano,1928,,
,,,,Chono,1929,,
,,,,Calcu,1930,,
,,,,Montecillo,1931,,
,,,,Dr. H. Thanisch (Erben Müller-Burggraef),1932,,
,,,,Clos du Bois,1933,,
,,,,Davis Bynum,1934,,
,,,,Domaine Charles Baur,1935,,
,,,,Villa Calcinaia,1936,,
,,,,Domaine D'en Ségur,1937,,
,,,,Canneto,1938,,
,,,,Deer Creek,1939,,
,,,,Dusted Valley,1940,,
,,,,Nigl,1941,,
,,,,PoderNuovo a Palazzone,1942,,
,,,,Poggio Mandorlo,1943,,
,,,,KWV,1944,,
,,,,Castillo de Monjardin,1945,,
,,,,Josef Jamek,1946,,
,,,,Domaine Saint-André de Figuière,1947,,
,,,,Taft Street,1948,,
,,,,Domaine Jean Bousquet,1949,,
,,,,Doukénie,1950,,
,,,,San Antonio,1951,,
,,,,Geyerhof,1952,,
,,,,Saviah,1953,,
,,,,Esterházy,1954,,
,,,,Fidelitas,1955,,
,,,,Hatzimichalis,1956,,
,,,,Hestan,1957,,
,,,,Skinner,1958,,
,,,,Liparita,1959,,
,,,,Three,1960,,
,,,,Wallis Family Estate,1961,,
,,,,Domaine Marcel Deiss,1962,,
,,,,Château de Lavernette,1963,,
,,,,Conceito Vinhos,1964,,
,,,,Domaine Rotier,1965,,
,,,,Keller,1966,,
,,,,Stolpman,1967,,
,,,,Dr. Hermann,1968,,
,,,,Bonneau,1969,,
,,,,M. Chapoutier,1970,,
,,,,Stemilt Creek,1971,,
,,,,Antiquum Farm,1972,,
,,,,Della,1973,,
,,,,Shiloh Winery,1974,,
,,,,Adega Cooperativa do Cartaxo,1975,,
,,,,Piazzo Armando,1976,,
,,,,Purcari,1977,,
,,,,Amici,1978,,
,,,,I Sodi,1979,,
,,,,Carmel,1980,,
,,,,Roquevale,1981,,
,,,,Tiefenbrunner,1982,,
,,,,Bollig-Lehnert,1983,,
,,,,LangeTwins,1984,,
,,,,Sogrape,1985,,
,,,,Boekenoogen,1986,,
,,,,Badia a Coltibuono,1987,,
,,,,Sherwood House Vineyards,1988,,
,,,,Lander-Jenkins,1989,,
,,,,Left Bend,1990,,
,,,,Mont Marçal,1991,,
,,,,De Wetshof,1992,,
,,,,DeLorimier,1993,,
,,,,Galerie,1994,,
,,,,Lake Chalice,1995,,
,,,,Kana,1996,,
,,,,Roessler,1997,,
,,,,Vincent Couche,1998,,
,,,,Hourglass,1999,,
,,,,Jean-Claude Boisset,2000,,
,,,,Kontokosta,2001,,
,,,,Val di Suga,2002,,
,,,,Colomé,2003,,
,,,,Summerland,2004,,
,,,,Venge,2005,,
,,,,Beresan,2006,,
,,,,Jules Taylor,2007,,
,,,,Ciabot Berton,2008,,
,,,,Buttonwood Farm,2009,,
,,,,Parxet,2010,,
,,,,Lumos,2011,,
,,,,Envy,2012,,
,,,,Galante,2013,,
,,,,Inman Family,2014,,
,,,,Longplay,2015,,
,,,,Veritas,2016,,
,,,,Marqués de Gelida,2017,,
,,,,Viento,2018,,
,,,,Bouchard Finlayson,2019,,
,,,,Churchill Cellars,2020,,
,,,,Morisfarms,2021,,
,,,,Château l'Espérance,2022,,
,,,,Almquist,2023,,
,,,,Kellerei Kaltern Caldaro,2024,,
,,,,Rombauer,2025,,
,,,,Vidon Vineyard,2026,,
,,,,Tapiz,2027,,
,,,,Castello di Meleto,2028,,
,,,,Cecchi,2029,,
,,,,Mommessin,2030,,
,,,,Tangent,2031,,
,,,,Weingut Georg Albrecht Schneider,2032,,
,,,,Kilikanoon,2033,,
,,,,Junta,2034,,
,,,,Salvestrin,2035,,
,,,,Máté,2036,,
,,,,Chacewater,2037,,
,,,,Château de Berne,2038,,
,,,,Château Minuty,2039,,
,,,,Château Roubine,2040,,
,,,,Fabre Montmayou,2041,,
,,,,Wieninger,2042,,
,,,,Den Hoed,2043,,
,,,,Feudo Arancio,2044,,
,,,,Flam,2045,,
,,,,Belhurst,2046,,
,,,,Domaine Chasselay,2047,,
,,,,Lujon,2048,,
,,,,Mahoney,2049,,
,,,,Baron Philippe de Rothschild,2050,,
,,,,Château Briot,2051,,
,,,,Deep Sea,2052,,
,,,,Bougrier,2053,,
,,,,Hillinger,2054,,
,,,,Mario Gagliasso,2055,,
,,,,Vinha Paz,2056,,
,,,,Grattamacco,2057,,
,,,,Fattoria di Grignano,2058,,
,,,,Dr. Pauly Bergweiler,2059,,
,,,,Veuve Clicquot Ponsardin,2060,,
,,,,Pelissero,2061,,
,,,,Stephen & Walker,2062,,
,,,,Gianni Gagliardo,2063,,
,,,,Château Haut-Monplaisir,2064,,
,,,,Cheval Quancard,2065,,
,,,,Bodkin,2066,,
,,,,Carr,2067,,
,,,,Windsor Oaks,2068,,
,,,,La Calonica,2069,,
,,,,Il Molino di Grace,2070,,
,,,,Iris Vineyards,2071,,
,,,,J. Rickards,2072,,
,,,,La Castellina,2073,,
,,,,Silver Mountain,2074,,
,,,,Cloudlift Cellars,2075,,
,,,,Donatella Cinelli Colombini,2076,,
,,,,K Cellars,2077,,
,,,,La Mannella,2078,,
,,,,Chateau Morrisette,2079,,
,,,,Horse & Plow,2080,,
,,,,Apsara,2081,,
,,,,Bertrand-Delespierre,2082,,
,,,,Castello Bonomi,2083,,
,,,,Chassenay d'Arce,2084,,
,,,,Château la Freynelle,2085,,
,,,,Weszeli,2086,,
,,,,Franz Hirtzberger,2087,,
,,,,Seven Daughters,2088,,
,,,,Château de Rayne Vigneau,2089,,
,,,,Dobbes Family Estate,2090,,
,,,,Gorman,2091,,
,,,,Lawer,2092,,
,,,,Phillips Hill,2093,,
,,,,Foursight,2094,,
,,,,Goat Bubbles,2095,,
,,,,Domaine A. Machard de Gramont,2096,,
,,,,Domaine Champy,2097,,
,,,,Fattoria Mantellassi,2098,,
,,,,Dog Point,2099,,
,,,,Viña Tabalí,2100,,
,,,,Bennett Lane,2101,,
,,,,Bjornstad,2102,,
,,,,Cullen,2103,,
,,,,Municipal Winemakers,2104,,
,,,,CK Mondavi,2105,,
,,,,Furthermore,2106,,
,,,,Six Sigma Ranch,2107,,
,,,,Sélection Laurence Féraud,2108,,
,,,,Michel Picard,2109,,
,,,,Baron Knyphausen,2110,,
,,,,Mocali,2111,,
,,,,Chandler Reach,2112,,
,,,,Ded.Reckoning,2113,,
,,,,Expression 38,2114,,
,,,,Leeuwin Estate,2115,,
,,,,García Figuero,2116,,
,,,,Domaine Fouassier,2117,,
,,,,Domaine Vacheron,2118,,
,,,,Lornano,2119,,
,,,,Château de Fontenille,2120,,
,,,,Herdade da Comporta,2121,,
,,,,Casal do Conde,2122,,
,,,,Xavier Flouret,2123,,
,,,,Scharffenberger,2124,,
,,,,Charles Heidsieck,2125,,
,,,,Delamotte,2126,,
,,,,Gitton Père et Fils,2127,,
,,,,Hawkstone,2128,,
,,,,Andrew Murray,2129,,
,,,,Hoyt Family Vineyards,2130,,
,,,,Arrow Creek,2131,,
,,,,Upland Estates,2132,,
,,,,Quasar,2133,,
,,,,Domaine G. Metz,2134,,
,,,,Mission Hill,2135,,
,,,,Zepaltas,2136,,
,,,,Peterson,2137,,
,,,,DiStefano,2138,,
,,,,Woodenhead,2139,,
,,,,Estandon,2140,,
,,,,Darioush,2141,,
,,,,Château Langoa Barton,2142,,
,,,,Château Labégorce Margaux,2143,,
,,,,Penfolds,2144,,
,,,,Lake Sonoma,2145,,
,,,,Neil Ellis,2146,,
,,,,Honig,2147,,
,,,,Orlando Abrigo,2148,,
,,,,Dourthe,2149,,
,,,,Viña Vilano,2150,,
,,,,Familia Schroeder,2151,,
,,,,City Winery Chicago,2152,,
,,,,Rutherford Grove,2153,,
,,,,Vignoble de la Jarnoterie,2154,,
,,,,Hecht & Bannier,2155,,
,,,,Shaw,2156,,
,,,,Jeff Gordon,2157,,
,,,,Wind Rose,2158,,
,,,,Kenefick Ranch,2159,,
,,,,Emina,2160,,
,,,,Wilson,2161,,
,,,,Lafond,2162,,
,,,,Netzl,2163,,
,,,,Palliser Estate,2164,,
,,,,Broadside,2165,,
,,,,Page Mill Winery,2166,,
,,,,Pinhal da Torre,2167,,
,,,,Brandborg,2168,,
,,,,Castello di Radda,2169,,
,,,,Penley Estate,2170,,
,,,,EOS,2171,,
,,,,Corley,2172,,
,,,,Paul Cluver,2173,,
,,,,JR Wine,2174,,
,,,,Felton Road,2175,,
,,,,Château la Gaffelière,2176,,
,,,,Two Sisters,2177,,
,,,,Muscardini,2178,,
,,,,Pianetta,2179,,
,,,,Enate,2180,,
,,,,Ernie Els,2181,,
,,,,Nautilus,2182,,
,,,,Laurent-Perrier,2183,,
,,,,Prunotto,2184,,
,,,,Ambassador Vineyard,2185,,
,,,,Domaine Specht,2186,,
,,,,La Cave des Vignerons de Pfaffenheim,2187,,
,,,,Lockwood,2188,,
,,,,Mill Creek,2189,,
,,,,Stadt Krems,2190,,
,,,,Tulpen,2191,,
,,,,Channing Daughters,2192,,
,,,,Vellum,2193,,
,,,,Wohlmuth,2194,,
,,,,Joyce,2195,,
,,,,Straight Line,2196,,
,,,,St. Innocent,2197,,
,,,,Clos Troteligotte,2198,,
,,,,McCall,2199,,
,,,,Chateau Margene,2200,,
,,,,Nobilo,2201,,
,,,,Mt. Difficulty,2202,,
,,,,La Follette,2203,,
,,,,Force Majeure,2204,,
,,,,Château Siran,2205,,
,,,,North by Northwest,2206,,
,,,,The Crossings,2207,,
,,,,Wattle Creek,2208,,
,,,,Jaxon,2209,,
,,,,Cuvaison,2210,,
,,,,Goldeneye,2211,,
,,,,Domaine d'Eole,2212,,
,,,,Nodland,2213,,
,,,,Negretti,2214,,
,,,,Boundary Breaks,2215,,
,,,,Burgess,2216,,
,,,,Callia,2217,,
,,,,Blue Farm,2218,,
,,,,Fontes da Cunha,2219,,
,,,,Barbieri,2220,,
,,,,Moccagatta,2221,,
,,,,Quinta da Calçada,2222,,
,,,,Rivetti Massimo,2223,,
,,,,Pasqua,2224,,
,,,,Veramonte,2225,,
,,,,Château Beychevelle,2226,,
,,,,Flocchini,2227,,
,,,,Stemmler,2228,,
,,,,Marrenon,2229,,
,,,,Plumb Cellars,2230,,
,,,,Château Bouissel,2231,,
,,,,Stinson,2232,,
,,,,Tenuta Sette Cieli,2233,,
,,,,Domaine Vincent Stoeffler,2234,,
,,,,Aberrant Cellars,2235,,
,,,,Ancient Peaks,2236,,
,,,,South Coast,2237,,
,,,,Longevity,2238,,
,,,,Finca Patagonia,2239,,
,,,,Martha Clara,2240,,
,,,,Red Tail Ridge,2241,,
,,,,Argento,2242,,
,,,,Pelvillain Frères,2243,,
,,,,R2,2244,,
,,,,Casa Cadaval,2245,,
,,,,Casa Silva,2246,,
,,,,Viña La Rosa,2247,,
,,,,Stephen Vincent,2248,,
,,,,Goose Ridge,2249,,
,,,,Château Grand Jean,2250,,
,,,,Esser,2251,,
,,,,Koehler,2252,,
,,,,Adega Mayor,2253,,
,,,,Grizzly Peak,2254,,
,,,,Domaine Saint-Rémy,2255,,
,,,,Pennywise,2256,,
,,,,Dolin,2257,,
,,,,Peñalolen,2258,,
,,,,Fall Line,2259,,
,,,,Vieil Armand,2260,,
,,,,Schloss Saarstein,2261,,
,,,,Les Vignobles Gueissard,2262,,
,,,,Château Philippe-le-Hardi,2263,,
,,,,VGS Chateau Potelle,2264,,
,,,,Quanta Terra,2265,,
,,,,Château de Lancyre,2266,,
,,,,Niepoort,2267,,
,,,,Ferraud et Fils,2268,,
,,,,Sinclair Estate Vineyards,2269,,
,,,,Pizzolato,2270,,
,,,,Trinitas,2271,,
,,,,Pellegrini,2272,,
,,,,Pascal Jolivet,2273,,
,,,,Clos de la Tech,2274,,
,,,,Ramón Bilbao,2275,,
,,,,Boxwood,2276,,
,,,,Colinas do Douro,2277,,
,,,,Müller-Grossmann,2278,,
,,,,Lamadrid,2279,,
,,,,Calcareous,2280,,
,,,,HammerSky,2281,,
,,,,Mauro Sebaste,2282,,
,,,,Mascota,2283,,
,,,,Waters,2284,,
,,,,Reynvaan Family Vineyards,2285,,
,,,,August Kesseler,2286,,
,,,,Rôtie Cellars,2287,,
,,,,Larner,2288,,
,,,,Sordo,2289,,
,,,,Allegrini,2290,,
,,,,Elevation Cellars,2291,,
,,,,André Kientzler,2292,,
,,,,Duval-Leroy,2293,,
,,,,Hess,2294,,
,,,,Baldacci,2295,,
,,,,Cousiño-Macul,2296,,
,,,,Altesino,2297,,
,,,,Château Léoville Las Cases,2298,,
,,,,Château Cheval Blanc,2299,,
,,,,Château Malartic-Lagravière,2300,,
,,,,Biondi Santi,2301,,
,,,,Château Sainte Roseline,2302,,
,,,,Martinshof,2303,,
,,,,Franz Keller,2304,,
,,,,Revelry,2305,,
,,,,Keenan,2306,,
,,,,Lobo,2307,,
,,,,Bodegas Bilbainas,2308,,
,,,,Château Fourcas Dupré,2309,,
,,,,Château Pichon Longueville Comtesse de Lalande,2310,,
,,,,Château Lagrange,2311,,
,,,,Sea Smoke,2312,,
,,,,Michel Vattan,2313,,
,,,,Josmeyer,2314,,
,,,,Huia,2315,,
,,,,Alfredo Roca,2316,,
,,,,Kriselle,2317,,
,,,,Penner-Ash,2318,,
,,,,Domaine Alfred,2319,,
,,,,Domaine de Suremain,2320,,
,,,,Domaine Ferret,2321,,
,,,,Bruliam,2322,,
,,,,Château les Valentines,2323,,
,,,,Château Carbonnieux,2324,,
,,,,City Winery of New York,2325,,
,,,,Viña el Principal,2326,,
,,,,Germano Ettore,2327,,
,,,,Minassian-Young,2328,,
,,,,Girasole,2329,,
,,,,Ghost Hill,2330,,
,,,,Thörle,2331,,
,,,,Domaine Dupré,2332,,
,,,,River's Edge,2333,,
,,,,Tenute Cisa Asinari dei Marchesi di Gresy,2334,,
,,,,Tomero,2335,,
,,,,Barberani,2336,,
,,,,Spier,2337,,
,,,,Maison L'Envoyé,2338,,
,,,,Bischöfliche Weingüter Trier,2339,,
,,,,Helfrich,2340,,
,,,,Hartford,2341,,
,,,,Ledson,2342,,
,,,,Cornerstone,2343,,
,,,,Giacosa Fratelli,2344,,
,,,,Byington,2345,,
,,,,San Juan Vineyards,2346,,
,,,,Shenandoah Vineyards,2347,,
,,,,Domaine du Tariquet,2348,,
,,,,Oakville East,2349,,
,,,,David Hill,2350,,
,,,,Allimant-Laugner,2351,,
,,,,Château Lamothe de Haux,2352,,
,,,,Tempus Cellars,2353,,
,,,,Glen Carlou,2354,,
,,,,Angosto,2355,,
,,,,SeaGlass,2356,,
,,,,Joleté,2357,,
,,,,Falesco,2358,,
,,,,Dr. Nägler,2359,,
,,,,Valley View,2360,,
,,,,Manos Negras,2361,,
,,,,Magness,2362,,
,,,,Andriano,2363,,
,,,,Bolla,2364,,
,,,,Domaine des Croix,2365,,
,,,,Château Talbot,2366,,
,,,,Fulcrum,2367,,
,,,,The Calling,2368,,
,,,,Brovia,2369,,
,,,,Nikolaihof,2370,,
,,,,Col Solare,2371,,
,,,,Sonoma-Loeb,2372,,
,,,,Barone Ricasoli,2373,,
,,,,Rocca di Frassinello,2374,,
,,,,Castello di Bossi,2375,,
,,,,Col d'Orcia,2376,,
,,,,Batzella,2377,,
,,,,Heron,2378,,
,,,,Marco Felluga,2379,,
,,,,Waits-Mast,2380,,
,,,,Palo Alto,2381,,
,,,,Derby,2382,,
,,,,Domaines Bunan,2383,,
,,,,Josef Ehmoser,2384,,
,,,,Gen5,2385,,
,,,,Montinore,2386,,
,,,,Styring,2387,,
,,,,Monticello Vineyards,2388,,
,,,,Millésimé,2389,,
,,,,Tramin,2390,,
,,,,Kudos,2391,,
,,,,Bodegas Fariña,2392,,
,,,,Domaine du Castel,2393,,
,,,,Michele Satta,2394,,
,,,,Tussock Jumper,2395,,
,,,,Bodegas y Viñedos Tábula,2396,,
,,,,Desert Wind,2397,,
,,,,Mettler Family Vineyards,2398,,
,,,,Château Haut Selve,2399,,
,,,,Belasco de Baquedano,2400,,
,,,,Cicchitti,2401,,
,,,,Casa Agricola Alexandre Relvas,2402,,
,,,,Hyatt,2403,,
,,,,Pratesi,2404,,
,,,,Farnese,2405,,
,,,,Van Duzer,2406,,
,,,,Eight Bells,2407,,
,,,,H. & M. Hofer,2408,,
,,,,Marcel Couturier,2409,,
,,,,Meyer Family Vineyards,2410,,
,,,,Tenuta Carretta,2411,,
,,,,Jamie Slone Wines,2412,,
,,,,Feather,2413,,
,,,,Château Roquefort,2414,,
,,,,Giribaldi,2415,,
,,,,Château Nenin,2416,,
,,,,Masút,2417,,
,,,,Curtis,2418,,
,,,,Sannino,2419,,
,,,,Original House Wine,2420,,
,,,,Monterebro,2421,,
,,,,Château Penin,2422,,
,,,,Ehret,2423,,
,,,,August West,2424,,
,,,,Love & Squalor,2425,,
,,,,Ruca Malen,2426,,
,,,,Château d'Armailhac,2427,,
,,,,Ayala,2428,,
,,,,Ken Brown,2429,,
,,,,Château Potelle,2430,,
,,,,Château Cabezac,2431,,
,,,,Barboursville Vineyards,2432,,
,,,,Six Prong,2433,,
,,,,Cascina Morassino,2434,,
,,,,Reverie,2435,,
,,,,MontGras,2436,,
,,,,Quinta da Romaneira,2437,,
,,,,Viticcio,2438,,
,,,,Château des Demoiselles,2439,,
,,,,Mayacamas,2440,,
,,,,Domaine Rieflé-Landmann,2441,,
,,,,Domaine Roland Schmitt,2442,,
,,,,Château Bellevue la Forêt,2443,,
,,,,Les Vins Bréban,2444,,
,,,,Lundeen,2445,,
,,,,Clif Family,2446,,
,,,,Cinder,2447,,
,,,,Nicolas Potel,2448,,
,,,,Domaine de la Tour Blanche,2449,,
,,,,Quinta do Pinto,2450,,
,,,,Brooklyn Oenology,2451,,
,,,,Arbor Brook,2452,,
,,,,Livernano,2453,,
,,,,Perrier Jouët,2454,,
,,,,Star Lane Vineyard,2455,,
,,,,Familia Cassone,2456,,
,,,,Vista Hills,2457,,
,,,,Steelhead Vineyards,2458,,
,,,,Stuhlmuller Vineyards,2459,,
,,,,Symington Family Estates,2460,,
,,,,Vie di Romans,2461,,
,,,,Heidsieck & Co Monopole,2462,,
,,,,Vidigal,2463,,
,,,,Omero,2464,,
,,,,Dominus,2465,,
,,,,Goodfellow,2466,,
,,,,Château de Fieuzal,2467,,
,,,,Fischer,2468,,
,,,,Martin Schaetzel,2469,,
,,,,Hartford Court,2470,,
,,,,San Felice,2471,,
,,,,Quinta dos Murças,2472,,
,,,,Jermann,2473,,
,,,,Capezzana,2474,,
,,,,Couloir,2475,,
,,,,Joseph Faiveley,2476,,
,,,,Jim Barry,2477,,
,,,,Fanti,2478,,
,,,,Cycles Gladiator,2479,,
,,,,Domaine Bernhard & Reibel,2480,,
,,,,Livio Felluga,2481,,
,,,,Palmer,2482,,
,,,,Vallobera,2483,,
,,,,Piper-Heidsieck,2484,,
,,,,Bishop's Peak,2485,,
,,,,Cave de Saumur,2486,,
,,,,Domaine Christian Moreau Père et Fils,2487,,
,,,,Cesari,2488,,
,,,,Oddero,2489,,
,,,,Domaine Bruno Clair,2490,,
,,,,Kracher,2491,,
,,,,Côte Bonneville,2492,,
,,,,Grassini,2493,,
,,,,Camigliano,2494,,
,,,,Willow Crest,2495,,
,,,,Fossil Point,2496,,
,,,,Hug,2497,,
,,,,Trombetta,2498,,
,,,,Josh Cellars,2499,,
,,,,Zantho,2500,,
,,,,A to Z,2501,,
,,,,Eder,2502,,
,,,,Johanneshof Reinisch,2503,,
,,,,Borsao,2504,,
,,,,Collemassari,2505,,
,,,,Campo alla Sughera,2506,,
,,,,Bolney Wine Estate,2507,,
,,,,Château Ausone,2508,,
,,,,Fields Family,2509,,
,,,,Domaine LeSeurre,2510,,
,,,,Château Pilet,2511,,
,,,,Barra of Mendocino,2512,,
,,,,StoneCap,2513,,
,,,,Melini,2514,,
,,,,Fattoria di Magliano,2515,,
,,,,San Biagio,2516,,
,,,,Hard Row To Hoe,2517,,
,,,,Montaribaldi,2518,,
,,,,Early Mountain,2519,,
,,,,Castello di Monsanto,2520,,
,,,,Albino Armani,2521,,
,,,,Ayoub,2522,,
,,,,Gosset,2523,,
,,,,Leoness,2524,,
,,,,Castello di Poppiano,2525,,
,,,,Latah Creek,2526,,
,,,,E16,2527,,
,,,,Tenuta Vitanza,2528,,
,,,,Domaine Gresser,2529,,
,,,,Friedrich-Wilhelm-Gymnasium,2530,,
,,,,Vincent,2531,,
,,,,Corner 103,2532,,
,,,,Merry Cellars,2533,,
,,,,Argiano,2534,,
,,,,Page Cellars,2535,,
,,,,Louis Tête,2536,,
,,,,Domaine Louis Moreau,2537,,
,,,,Boscarelli,2538,,
,,,,Terre di Talamo,2539,,
,,,,Suberli,2540,,
,,,,Herdade das Servas,2541,,
,,,,Feudo di Santa Tresa,2542,,
,,,,Kelley Fox,2543,,
,,,,Telmo Rodríguez,2544,,
,,,,Tangley Oaks,2545,,
,,,,Sandhi,2546,,
,,,,Jackson Estate,2547,,
,,,,Tulip Winery,2548,,
,,,,Domaine Houchart,2549,,
,,,,Gifford Hirlinger,2550,,
,,,,Cave de Tain,2551,,
,,,,Magistrate,2552,,
,,,,Girolamo Russo,2553,,
,,,,Marco Abella,2554,,
,,,,Villa Russiz,2555,,
,,,,AuburnJames,2556,,
,,,,Cascina delle Rose,2557,,
,,,,Maysara,2558,,
,,,,Marisco Vineyards,2559,,
,,,,Feudo Principi di Butera,2560,,
,,,,Château Bertinerie,2561,,
,,,,Domaine Perrot-Minot,2562,,
,,,,Inception,2563,,
,,,,Vega Sindoa,2564,,
,,,,Rosemont,2565,,
,,,,Larchago,2566,,
,,,,Domaine Pommier,2567,,
,,,,Peter Lehmann,2568,,
